rank,candidate_id,filter_set,sensitivity,atr_period,max_bars_held,risk_profile,stop_loss_percent,take_profit_percent,symbols_tested,symbols_passed,median_test_return_percent,mean_test_return_percent,worst_test_return_percent,median_drawdown_percent,worst_drawdown_percent,median_profit_factor,median_trade_count,consistency_percent,score,status
1,MM-0013,Original,0.8,14,10,Balanced,3.0,8.0,9,8,2.7514,2.8802,-1.3495,1.7784,4.8355,1.5328,42.0,88.89,36.5173,MULTI_MARKET_FINALIST
2,MM-0007,Original,0.8,10,10,Balanced,3.0,8.0,9,8,2.8088,2.6085,-1.2062,1.7045,4.8355,1.4438,42.0,88.89,35.7882,MULTI_MARKET_FINALIST
3,MM-0015,Original,0.8,14,20,Balanced,3.0,8.0,9,8,2.4987,2.8901,-2.1608,1.9879,4.8355,1.5316,42.0,88.89,34.8416,MULTI_MARKET_FINALIST
4,MM-0017,Original,0.8,14,30,Balanced,3.0,8.0,9,8,2.4987,2.8396,-2.1608,1.9879,4.8355,1.5316,42.0,88.89,34.7659,MULTI_MARKET_FINALIST
5,MM-0121,RSI,0.8,14,10,Balanced,3.0,8.0,9,7,1.997,2.4905,-0.9487,1.4807,3.19,1.6423,28.0,77.78,33.8931,MULTI_MARKET_FINALIST
6,MM-0009,Original,0.8,10,20,Balanced,3.0,8.0,9,8,2.5253,2.635,-2.0547,2.2955,4.8355,1.4597,42.0,88.89,33.5818,MULTI_MARKET_FINALIST
7,MM-0011,Original,0.8,10,30,Balanced,3.0,8.0,9,8,2.5253,2.5845,-2.0547,2.2955,4.8355,1.4597,42.0,88.89,33.506,MULTI_MARKET_FINALIST
8,MM-0001,Original,0.8,7,10,Balanced,3.0,8.0,9,7,2.5407,2.4279,-1.2727,1.8614,4.8355,1.5105,43.0,77.78,32.7391,MULTI_MARKET_FINALIST
9,MM-0115,RSI,0.8,10,10,Balanced,3.0,8.0,9,7,2.0539,2.1204,-0.6805,1.4523,3.2227,1.5076,27.0,77.78,32.6585,MULTI_MARKET_FINALIST
10,MM-0499,EMA200+RSI,0.8,14,10,Balanced,3.0,8.0,9,7,1.6216,2.2238,-0.4241,1.2623,3.19,1.496,26.0,77.78,31.9175,MULTI_MARKET_FINALIST
11,MM-0003,Original,0.8,7,20,Balanced,3.0,8.0,9,7,2.5672,2.1382,-1.8956,2.1027,4.8355,1.4345,43.0,77.78,30.947,MULTI_MARKET_FINALIST
12,MM-0005,Original,0.8,7,30,Balanced,3.0,8.0,9,7,2.5672,2.1078,-1.8956,2.1027,4.8355,1.4345,43.0,77.78,30.9013,MULTI_MARKET_FINALIST
13,MM-0016,Original,0.8,14,20,Trend,4.0,10.0,9,7,2.7214,2.5989,-2.1608,2.4013,6.5048,1.4247,42.0,77.78,30.5408,MULTI_MARKET_FINALIST
14,MM-0018,Original,0.8,14,30,Trend,4.0,10.0,9,7,2.7214,2.5697,-2.1608,2.4013,6.5048,1.4247,42.0,77.78,30.497,MULTI_MARKET_FINALIST
15,MM-0014,Original,0.8,14,10,Trend,4.0,10.0,9,7,2.3669,2.3359,-1.4591,1.7784,6.5048,1.4019,42.0,77.78,30.361,MULTI_MARKET_FINALIST
16,MM-0122,RSI,0.8,14,10,Trend,4.0,10.0,9,7,1.6451,2.3873,-1.7021,1.5043,4.2156,1.481,28.0,77.78,30.279,MULTI_MARKET_FINALIST
17,MM-0010,Original,0.8,10,20,Trend,4.0,10.0,9,7,2.7481,2.2875,-2.0547,2.2955,6.5048,1.4,42.0,77.78,30.1945,MULTI_MARKET_FINALIST
18,MM-0031,Original,1.0,14,10,Balanced,3.0,8.0,9,7,2.6161,1.7228,-1.7747,2.1557,4.4904,1.3722,35.0,77.78,30.1559,MULTI_MARKET_FINALIST
19,MM-0012,Original,0.8,10,30,Trend,4.0,10.0,9,7,2.7481,2.2581,-2.0547,2.2955,6.5048,1.4,42.0,77.78,30.1504,MULTI_MARKET_FINALIST
20,MM-0109,RSI,0.8,7,10,Balanced,3.0,8.0,9,6,1.8891,2.1866,-1.2127,1.4523,3.2227,1.5398,28.0,66.67,29.8996,MULTI_MARKET_FINALIST
21,MM-0025,Original,1.0,10,10,Balanced,3.0,8.0,9,7,1.911,1.605,-1.7747,2.098,4.4904,1.4508,35.0,77.78,28.5792,MULTI_MARKET_FINALIST
22,MM-0493,EMA200+RSI,0.8,10,10,Balanced,3.0,8.0,9,6,1.734,1.8555,-1.0205,1.4523,3.2227,1.4552,26.0,66.67,28.405,MULTI_MARKET_FINALIST
23,MM-0049,Original,1.2,14,10,Balanced,3.0,8.0,9,7,1.3019,1.9216,-0.8852,1.809,3.2653,1.3628,29.0,77.78,28.2361,MULTI_MARKET_FINALIST
24,MM-0285,RelativeVolume,0.8,14,20,Balanced,3.0,8.0,9,4,2.9988,1.6381,-3.6586,1.5496,4.562,1.8586,21.0,44.44,27.8618,MULTI_MARKET_FINALIST
25,MM-0287,RelativeVolume,0.8,14,30,Balanced,3.0,8.0,9,4,2.9988,1.6183,-3.6586,1.5496,4.562,1.8586,21.0,44.44,27.8321,MULTI_MARKET_FINALIST
26,MM-0117,RSI,0.8,10,20,Balanced,3.0,8.0,9,6,1.268,1.9835,-1.0139,1.5691,3.2227,1.5364,27.0,66.67,27.6784,MULTI_MARKET_FINALIST
27,MM-0123,RSI,0.8,14,20,Balanced,3.0,8.0,9,6,1.2417,2.3281,-1.2431,1.849,3.19,1.5423,28.0,66.67,27.5881,MULTI_MARKET_FINALIST
28,MM-0119,RSI,0.8,10,30,Balanced,3.0,8.0,9,6,1.268,1.9339,-1.1872,1.5691,3.2227,1.5364,27.0,66.67,27.474,MULTI_MARKET_FINALIST
29,MM-0008,Original,0.8,10,10,Trend,4.0,10.0,9,6,2.424,1.9914,-1.698,1.7045,6.5048,1.3693,42.0,66.67,27.4642,MULTI_MARKET_FINALIST
30,MM-0048,Original,1.2,10,30,Trend,4.0,10.0,9,7,1.4681,2.212,-1.5535,2.3524,4.2193,1.3621,29.0,77.78,27.3712,MULTI_MARKET_FINALIST
31,MM-0116,RSI,0.8,10,10,Trend,4.0,10.0,9,6,1.9791,1.9269,-1.9404,1.2902,4.1953,1.3324,27.0,66.67,27.3319,MULTI_MARKET_FINALIST
32,MM-0125,RSI,0.8,14,30,Balanced,3.0,8.0,9,6,1.2417,2.2786,-1.2431,1.849,3.19,1.4911,28.0,66.67,27.1042,MULTI_MARKET_FINALIST
33,MM-0046,Original,1.2,10,20,Trend,4.0,10.0,9,6,1.7915,2.3297,-1.5535,2.3524,3.5347,1.3774,29.0,66.67,26.7604,MULTI_MARKET_FINALIST
34,MM-0050,Original,1.2,14,10,Trend,4.0,10.0,9,6,1.3246,2.3757,-0.8852,1.9274,3.2806,1.3716,29.0,66.67,26.6482,MULTI_MARKET_FINALIST
35,MM-0067,EMA200,0.8,14,10,Balanced,3.0,8.0,9,6,1.7719,1.7859,-1.0829,1.7784,4.7468,1.3891,33.0,66.67,26.5874,MULTI_MARKET_FINALIST
36,MM-0283,RelativeVolume,0.8,14,10,Balanced,3.0,8.0,9,5,2.0043,1.5911,-3.6586,1.2145,4.562,1.7306,21.0,55.56,26.5088,MULTI_MARKET_FINALIST
37,MM-0052,Original,1.2,14,20,Trend,4.0,10.0,9,7,1.3772,2.3478,-2.2331,2.4808,2.999,1.2627,29.0,77.78,26.415,MULTI_MARKET_FINALIST
38,MM-0111,RSI,0.8,7,20,Balanced,3.0,8.0,9,6,1.4103,1.7567,-1.6585,1.6274,3.2227,1.4315,28.0,66.67,26.3549,MULTI_MARKET_FINALIST
39,MM-0045,Original,1.2,10,20,Balanced,3.0,8.0,9,7,1.2192,1.6897,-1.5535,2.0754,3.7628,1.3409,29.0,77.78,26.3152,MULTI_MARKET_FINALIST
40,MM-0501,EMA200+RSI,0.8,14,20,Balanced,3.0,8.0,9,6,1.2417,2.0163,-0.9498,1.849,3.19,1.4036,26.0,66.67,26.2308,MULTI_MARKET_FINALIST
41,MM-0500,EMA200+RSI,0.8,14,10,Trend,4.0,10.0,9,6,1.15,2.1721,-0.6012,1.4925,3.7721,1.3408,26.0,66.67,26.1923,MULTI_MARKET_FINALIST
42,MM-0503,EMA200+RSI,0.8,14,30,Balanced,3.0,8.0,9,6,1.2417,1.9668,-0.961,1.849,3.19,1.4036,26.0,66.67,26.1482,MULTI_MARKET_FINALIST
43,MM-0047,Original,1.2,10,30,Balanced,3.0,8.0,9,7,1.163,1.7682,-1.5535,2.0754,3.7628,1.3258,29.0,77.78,26.1436,MULTI_MARKET_FINALIST
44,MM-0113,RSI,0.8,7,30,Balanced,3.0,8.0,9,6,1.4103,1.7267,-1.9279,1.6274,3.2227,1.4315,28.0,66.67,26.1079,MULTI_MARKET_FINALIST
45,MM-0002,Original,0.8,7,10,Trend,4.0,10.0,9,6,2.2319,1.9198,-2.0351,2.0093,6.5048,1.365,43.0,66.67,26.0361,MULTI_MARKET_FINALIST
46,MM-0019,Original,1.0,7,10,Balanced,3.0,8.0,9,7,1.3365,1.7459,-1.5785,2.2779,4.2634,1.3194,34.0,77.78,26.0066,MULTI_MARKET_FINALIST
47,MM-0035,Original,1.0,14,30,Balanced,3.0,8.0,9,7,1.7946,1.6318,-2.6677,2.4698,4.4904,1.3052,35.0,77.78,25.878,MULTI_MARKET_FINALIST
48,MM-0026,Original,1.0,10,10,Trend,4.0,10.0,9,6,1.859,1.6838,-1.8433,2.2528,5.7304,1.4972,35.0,66.67,25.7868,MULTI_MARKET_FINALIST
49,MM-0033,Original,1.0,14,20,Balanced,3.0,8.0,9,7,1.7946,1.6052,-2.6677,2.4698,4.4904,1.2752,35.0,77.78,25.5981,MULTI_MARKET_FINALIST
50,MM-0004,Original,0.8,7,20,Trend,4.0,10.0,9,6,2.4232,1.8179,-2.0351,2.3309,6.5048,1.2928,43.0,66.67,25.3971,MULTI_MARKET_FINALIST
51,MM-0043,Original,1.2,10,10,Balanced,3.0,8.0,9,6,1.1333,1.8989,-0.2666,1.8285,3.7628,1.3043,29.0,66.67,25.1919,MULTI_MARKET_FINALIST
52,MM-0118,RSI,0.8,10,20,Trend,4.0,10.0,9,6,1.1938,1.9696,-1.9404,1.5691,4.1953,1.4033,27.0,66.67,25.189,MULTI_MARKET_FINALIST
53,MM-0120,RSI,0.8,10,30,Trend,4.0,10.0,9,6,1.1938,1.9414,-1.9404,1.5691,4.1953,1.4033,27.0,66.67,25.1467,MULTI_MARKET_FINALIST
54,MM-0277,RelativeVolume,0.8,10,10,Balanced,3.0,8.0,9,4,2.0043,1.6569,-2.4402,1.4523,4.4815,1.7191,21.0,44.44,24.8906,MULTI_MARKET_FINALIST
55,MM-0053,Original,1.2,14,30,Balanced,3.0,8.0,9,7,1.2247,1.6382,-2.2331,2.3126,3.3742,1.2024,29.0,77.78,24.4753,MULTI_MARKET_FINALIST
56,MM-0051,Original,1.2,14,20,Balanced,3.0,8.0,9,7,1.1762,1.632,-2.2331,2.3126,3.3742,1.2064,29.0,77.78,24.3526,MULTI_MARKET_FINALIST
57,MM-0032,Original,1.0,14,10,Trend,4.0,10.0,9,6,1.5965,1.5393,-1.7747,2.2684,5.7304,1.4346,35.0,66.67,24.3097,MULTI_MARKET_FINALIST
58,MM-0110,RSI,0.8,7,10,Trend,4.0,10.0,9,5,1.8891,1.9916,-2.2766,1.4246,4.1953,1.2956,28.0,55.56,24.1887,MULTI_MARKET_FINALIST
59,MM-0487,EMA200+RSI,0.8,7,10,Balanced,3.0,8.0,9,5,1.3654,1.8117,-1.5164,1.4523,3.2227,1.3299,26.0,55.56,23.637,MULTI_MARKET_FINALIST
60,MM-0495,EMA200+RSI,0.8,10,20,Balanced,3.0,8.0,9,5,1.268,1.6748,-1.5429,1.4523,3.2227,1.3718,26.0,55.56,23.4547,MULTI_MARKET_FINALIST
61,MM-0044,Original,1.2,10,10,Trend,4.0,10.0,9,5,1.1062,2.3748,-0.6262,1.9274,3.4014,1.3126,29.0,55.56,23.4312,MULTI_MARKET_FINALIST
62,MM-0028,Original,1.0,10,20,Trend,4.0,10.0,9,6,1.6614,1.7419,-2.6677,2.6001,5.2526,1.376,35.0,66.67,23.4111,MULTI_MARKET_FINALIST
63,MM-0497,EMA200+RSI,0.8,10,30,Balanced,3.0,8.0,9,5,1.268,1.6252,-1.5429,1.4523,3.2227,1.3718,26.0,55.56,23.3803,MULTI_MARKET_FINALIST
64,MM-0006,Original,0.8,7,30,Trend,4.0,10.0,9,5,2.4232,1.7874,-2.0351,2.3309,6.5048,1.2928,43.0,55.56,23.1291,MULTI_MARKET_FINALIST
65,MM-0124,RSI,0.8,14,20,Trend,4.0,10.0,9,5,1.1674,2.3906,-1.7021,1.849,4.2156,1.3851,28.0,55.56,23.1221,MULTI_MARKET_FINALIST
66,MM-0027,Original,1.0,10,20,Balanced,3.0,8.0,9,6,1.6226,1.4153,-2.6677,2.4878,4.4904,1.2823,35.0,66.67,22.6048,MULTI_MARKET_FINALIST
67,MM-0029,Original,1.0,10,30,Balanced,3.0,8.0,9,6,1.5662,1.3652,-2.6677,2.4878,4.4904,1.3123,35.0,66.67,22.6004,MULTI_MARKET_FINALIST
68,MM-0126,RSI,0.8,14,30,Trend,4.0,10.0,9,5,1.1321,2.3626,-1.7021,1.849,4.2156,1.3361,28.0,55.56,22.5822,MULTI_MARKET_FINALIST
69,MM-0073,EMA200,1.0,7,10,Balanced,3.0,8.0,9,6,0.8968,1.3504,-1.3942,1.4523,4.3621,1.2311,27.0,66.67,22.493,MULTI_MARKET_FINALIST
70,MM-0054,Original,1.2,14,30,Trend,4.0,10.0,9,6,1.068,2.1166,-2.2331,2.4808,3.6875,1.1935,29.0,66.67,22.0204,MULTI_MARKET_FINALIST
71,MM-0079,EMA200,1.0,10,10,Balanced,3.0,8.0,9,6,0.8565,1.1814,-1.5503,1.4523,4.5889,1.2311,27.0,66.67,21.8881,MULTI_MARKET_FINALIST
72,MM-0022,Original,1.0,7,20,Trend,4.0,10.0,9,6,1.4896,1.7422,-2.5704,2.8918,5.769,1.3244,34.0,66.67,21.8607,MULTI_MARKET_FINALIST
73,MM-0020,Original,1.0,7,10,Trend,4.0,10.0,9,6,1.1323,1.7961,-1.8835,2.2779,5.769,1.2608,34.0,66.67,21.7969,MULTI_MARKET_FINALIST
74,MM-0021,Original,1.0,7,20,Balanced,3.0,8.0,9,6,1.3021,1.5552,-2.5704,2.7098,4.2634,1.2882,34.0,66.67,21.7539,MULTI_MARKET_FINALIST
75,MM-0112,RSI,0.8,7,20,Trend,4.0,10.0,9,5,1.4103,1.6947,-2.2766,1.6274,4.1953,1.2184,28.0,55.56,21.3851,MULTI_MARKET_FINALIST
76,MM-0114,RSI,0.8,7,30,Trend,4.0,10.0,9,5,1.4103,1.6648,-2.2766,1.6274,4.1953,1.2184,28.0,55.56,21.3403,MULTI_MARKET_FINALIST
77,MM-0024,Original,1.0,7,30,Trend,4.0,10.0,9,6,1.3886,1.5624,-2.5704,2.8918,5.769,1.3122,34.0,66.67,21.1904,MULTI_MARKET_FINALIST
78,MM-0127,RSI,1.0,7,10,Balanced,3.0,8.0,9,6,0.5409,1.1363,-1.4957,1.4523,3.5731,1.1991,24.0,66.67,21.1665,MULTI_MARKET_FINALIST
79,MM-0085,EMA200,1.0,14,10,Balanced,3.0,8.0,9,6,0.7012,1.1134,-1.2702,1.5496,4.5889,1.1967,26.0,66.67,21.1091,MULTI_MARKET_FINALIST
80,MM-0489,EMA200+RSI,0.8,7,20,Balanced,3.0,8.0,9,5,1.0394,1.4419,-2.0362,1.4523,3.2227,1.2536,26.0,55.56,21.1039,MULTI_MARKET_FINALIST
81,MM-0491,EMA200+RSI,0.8,7,30,Balanced,3.0,8.0,9,5,1.0394,1.4119,-2.0362,1.4523,3.2227,1.2536,26.0,55.56,21.059,MULTI_MARKET_FINALIST
82,MM-0494,EMA200+RSI,0.8,10,10,Trend,4.0,10.0,9,5,0.7965,1.714,-1.3453,1.2902,3.81,1.2187,26.0,55.56,20.9719,MULTI_MARKET_FINALIST
83,MM-0133,RSI,1.0,10,10,Balanced,3.0,8.0,9,6,0.5409,0.9824,-1.4957,1.4523,3.5731,1.1991,24.0,66.67,20.9357,MULTI_MARKET_FINALIST
84,MM-0023,Original,1.0,7,30,Balanced,3.0,8.0,9,6,1.0246,1.505,-2.5704,2.7098,4.2634,1.2574,34.0,66.67,20.5997,MULTI_MARKET_FINALIST
85,MM-0069,EMA200,0.8,14,20,Balanced,3.0,8.0,9,5,1.1639,1.655,-1.7806,1.9879,4.7468,1.2722,33.0,55.56,20.5721,MULTI_MARKET_FINALIST
86,MM-0034,Original,1.0,14,20,Trend,4.0,10.0,9,6,1.1815,1.6533,-2.6677,2.5821,5.2526,1.2129,35.0,66.67,20.5608,MULTI_MARKET_FINALIST
87,MM-0061,EMA200,0.8,10,10,Balanced,3.0,8.0,9,5,1.1298,1.5208,-1.2271,1.745,5.0194,1.2242,32.0,55.56,20.5277,MULTI_MARKET_FINALIST
88,MM-0071,EMA200,0.8,14,30,Balanced,3.0,8.0,9,5,1.1639,1.6053,-1.7806,1.9879,4.7468,1.2722,33.0,55.56,20.4977,MULTI_MARKET_FINALIST
89,MM-0505,EMA200+RSI,1.0,7,10,Balanced,3.0,8.0,9,5,0.7724,1.2875,-1.3516,1.4476,2.8561,1.1991,21.0,55.56,20.3392,MULTI_MARKET_FINALIST
90,MM-0139,RSI,1.0,14,10,Balanced,3.0,8.0,9,6,0.3091,1.0928,-0.9699,1.5852,3.1114,1.0973,23.0,66.67,20.0173,MULTI_MARKET_FINALIST
91,MM-0511,EMA200+RSI,1.0,10,10,Balanced,3.0,8.0,9,5,0.7198,1.157,-1.3516,1.4476,3.1114,1.1991,20.0,55.56,19.858,MULTI_MARKET_FINALIST
92,MM-0506,EMA200+RSI,1.0,7,10,Trend,4.0,10.0,9,5,0.6413,1.1737,-1.6753,1.4069,3.5911,1.2422,21.0,55.56,19.5709,MULTI_MARKET_FINALIST
93,MM-0030,Original,1.0,10,30,Trend,4.0,10.0,9,5,1.3829,1.5621,-2.6677,2.6001,5.2526,1.309,35.0,55.56,19.5478,MULTI_MARKET_FINALIST
94,MM-0496,EMA200+RSI,0.8,10,20,Trend,4.0,10.0,9,5,0.5788,1.6794,-1.8661,1.2902,3.81,1.1616,26.0,55.56,19.4195,MULTI_MARKET_FINALIST
95,MM-0517,EMA200+RSI,1.0,14,10,Balanced,3.0,8.0,9,5,0.6832,1.0862,-1.2198,1.5496,3.1114,1.1766,21.0,55.56,19.4078,MULTI_MARKET_FINALIST
96,MM-0502,EMA200+RSI,0.8,14,20,Trend,4.0,10.0,9,5,0.5064,2.0963,-1.1259,1.849,3.7721,1.1412,26.0,55.56,19.4004,MULTI_MARKET_FINALIST
97,MM-0498,EMA200+RSI,0.8,10,30,Trend,4.0,10.0,9,5,0.5788,1.6512,-1.8661,1.2902,3.81,1.1616,26.0,55.56,19.3772,MULTI_MARKET_FINALIST
98,MM-0504,EMA200+RSI,0.8,14,30,Trend,4.0,10.0,9,5,0.5064,2.0683,-1.1919,1.849,3.7721,1.1412,26.0,55.56,19.3089,MULTI_MARKET_FINALIST
99,MM-0063,EMA200,0.8,10,20,Balanced,3.0,8.0,9,5,1.1902,1.4159,-1.9238,2.3901,5.0194,1.2519,32.0,55.56,19.283,MULTI_MARKET_FINALIST
100,MM-0065,EMA200,0.8,10,30,Balanced,3.0,8.0,9,5,1.1902,1.3661,-1.9238,2.3901,5.0194,1.2519,32.0,55.56,19.2084,MULTI_MARKET_FINALIST
101,MM-0488,EMA200+RSI,0.8,7,10,Trend,4.0,10.0,9,5,0.5475,1.7143,-1.9875,1.2902,3.81,1.1439,26.0,55.56,19.1453,MULTI_MARKET_FINALIST
102,MM-0512,EMA200+RSI,1.0,10,10,Trend,4.0,10.0,9,5,0.6413,1.0225,-1.6753,1.4069,3.8445,1.2296,20.0,55.56,19.1165,MULTI_MARKET_FINALIST
103,MM-0042,Original,1.2,7,30,Trend,4.0,10.0,9,6,0.5628,1.9359,-1.8682,2.3995,4.7062,1.0538,29.0,66.67,19.0025,MULTI_MARKET_FINALIST
104,MM-0152,RSI,1.2,10,10,Trend,4.0,10.0,9,4,0.5551,1.3104,-1.6894,1.2164,3.2156,1.3301,20.0,44.44,18.4612,MULTI_MARKET_FINALIST
105,MM-0055,EMA200,0.8,7,10,Balanced,3.0,8.0,9,5,0.7634,1.4423,-1.7219,1.8966,5.0194,1.1445,33.0,55.56,18.0747,MULTI_MARKET_FINALIST
106,MM-0128,RSI,1.0,7,10,Trend,4.0,10.0,9,5,0.6413,0.9528,-2.6123,1.4503,4.6405,1.2422,24.0,55.56,17.9468,MULTI_MARKET_FINALIST
107,MM-0103,EMA200,1.2,14,10,Balanced,3.0,8.0,9,5,0.2079,1.2572,-1.1528,1.4523,2.8983,1.0792,23.0,55.56,17.7619,MULTI_MARKET_FINALIST
108,MM-0074,EMA200,1.0,7,10,Trend,4.0,10.0,9,5,0.7879,1.358,-3.5782,1.5517,6.1515,1.2718,27.0,55.56,17.5992,MULTI_MARKET_FINALIST
109,MM-0057,EMA200,0.8,7,20,Balanced,3.0,8.0,9,5,0.9042,1.1482,-2.4152,2.0426,5.0194,1.1701,33.0,55.56,17.5217,MULTI_MARKET_FINALIST
110,MM-0059,EMA200,0.8,7,30,Balanced,3.0,8.0,9,5,0.9042,1.1183,-2.4152,2.0426,5.0194,1.1701,33.0,55.56,17.477,MULTI_MARKET_FINALIST
111,MM-0134,RSI,1.0,10,10,Trend,4.0,10.0,9,5,0.6413,0.8071,-2.7665,1.4503,4.7915,1.2296,24.0,55.56,17.4365,MULTI_MARKET_FINALIST
112,MM-0080,EMA200,1.0,10,10,Trend,4.0,10.0,9,5,0.7879,1.1694,-3.5386,1.5517,6.113,1.2718,27.0,55.56,17.3653,MULTI_MARKET_FINALIST
113,MM-0490,EMA200+RSI,0.8,7,20,Trend,4.0,10.0,9,5,0.3303,1.4769,-2.5048,1.2902,3.81,1.0902,26.0,55.56,17.3201,MULTI_MARKET_FINALIST
114,MM-0040,Original,1.2,7,20,Trend,4.0,10.0,9,5,0.5628,2.0532,-1.8682,2.3995,4.025,1.0524,29.0,55.56,17.2856,MULTI_MARKET_FINALIST
115,MM-0492,EMA200+RSI,0.8,7,30,Trend,4.0,10.0,9,5,0.3303,1.4471,-2.5048,1.2902,3.81,1.0902,26.0,55.56,17.2753,MULTI_MARKET_FINALIST
116,MM-0098,EMA200,1.2,10,10,Trend,4.0,10.0,9,4,0.3704,1.6075,-1.3462,1.2109,2.969,1.1465,23.0,44.44,17.2728,MULTI_MARKET_FINALIST
117,MM-0518,EMA200+RSI,1.0,14,10,Trend,4.0,10.0,9,5,0.355,0.93,-1.544,1.509,3.8445,1.1117,21.0,55.56,17.121,MULTI_MARKET_FINALIST
118,MM-0286,RelativeVolume,0.8,14,20,Trend,4.0,10.0,9,4,1.6414,1.2567,-6.51,1.5956,7.0263,1.5183,21.0,44.44,17.0555,MULTI_MARKET_FINALIST
119,MM-0041,Original,1.2,7,30,Balanced,3.0,8.0,9,5,0.6646,1.3845,-1.8682,2.2805,4.2909,1.1022,29.0,55.56,17.0319,MULTI_MARKET_FINALIST
120,MM-0288,RelativeVolume,0.8,14,30,Trend,4.0,10.0,9,4,1.6414,1.2369,-6.51,1.5956,7.0263,1.5183,21.0,44.44,17.0258,MULTI_MARKET_FINALIST
121,MM-0141,RSI,1.0,14,20,Balanced,3.0,8.0,9,5,0.2973,0.8961,-1.3844,1.9553,3.1114,1.1398,23.0,55.56,16.9386,MULTI_MARKET_FINALIST
122,MM-0104,EMA200,1.2,14,10,Trend,4.0,10.0,9,4,0.3704,1.5998,-1.1434,1.6194,2.9278,1.1465,23.0,44.44,16.8213,MULTI_MARKET_FINALIST
