rank,candidate_id,filter_set,sensitivity,atr_period,max_bars_held,risk_profile,stop_loss_percent,take_profit_percent,symbols_tested,symbols_passed,median_test_return_percent,mean_test_return_percent,worst_test_return_percent,median_drawdown_percent,worst_drawdown_percent,median_profit_factor,median_trade_count,consistency_percent,score,status
256,MM-0749,BXStyle+LinearRegression,1.2,10,30,Balanced,3.0,8.0,9,0,1.2229,1.163,-0.193,1.2573,1.9602,1.5196,9.0,0.0,14.5591,REJECT
257,MM-0345,LinearRegression,1.0,7,20,Balanced,3.0,8.0,9,1,1.5125,0.9843,-1.8582,1.4523,2.1054,1.3632,12.0,11.11,14.5169,REJECT
258,MM-0746,BXStyle+LinearRegression,1.2,10,10,Trend,4.0,10.0,9,0,0.7151,1.4913,-1.1024,1.0576,1.5274,1.6565,9.0,0.0,14.4573,REJECT
259,MM-0171,MACD,0.8,10,20,Balanced,3.0,8.0,9,1,0.6207,1.5362,-1.0857,1.1987,2.0651,1.4484,13.0,11.11,14.3309,REJECT
260,MM-0173,MACD,0.8,10,30,Balanced,3.0,8.0,9,1,0.6207,1.5169,-1.0857,1.1987,2.0651,1.4484,13.0,11.11,14.302,REJECT
261,MM-0740,BXStyle+LinearRegression,1.2,7,10,Trend,4.0,10.0,9,0,0.7859,1.2354,-1.1024,1.0576,1.7383,1.6709,9.0,0.0,14.2957,REJECT
262,MM-0476,BXStyle,1.2,10,10,Trend,4.0,10.0,9,0,1.1667,1.3524,-0.777,1.2428,2.6272,1.5658,15.0,0.0,14.2946,REJECT
263,MM-0642,RSI+MACD,1.2,10,30,Trend,4.0,10.0,9,0,0.2364,1.3478,-1.0902,0.9078,1.9266,1.8369,6.0,0.0,14.2834,REJECT
264,MM-0722,BXStyle+LinearRegression,1.0,7,10,Trend,4.0,10.0,9,0,1.0436,0.9269,-1.4526,1.0647,2.3448,1.6936,11.0,0.0,14.211,REJECT
265,MM-0745,BXStyle+LinearRegression,1.2,10,10,Balanced,3.0,8.0,9,0,0.9973,1.0798,-1.1881,1.2229,1.9602,1.6565,9.0,0.0,14.1581,REJECT
266,MM-0742,BXStyle+LinearRegression,1.2,7,20,Trend,4.0,10.0,9,0,0.7859,1.3565,-0.9689,1.3432,1.7383,1.6709,9.0,0.0,14.1491,REJECT
267,MM-0744,BXStyle+LinearRegression,1.2,7,30,Trend,4.0,10.0,9,0,0.7859,1.3664,-0.9689,1.3533,1.7383,1.6709,9.0,0.0,14.1488,REJECT
268,MM-0666,EMA200+BXStyle,0.8,14,30,Trend,4.0,10.0,9,1,0.8752,1.1745,-1.0429,1.3833,2.8618,1.4775,15.0,11.11,14.1416,REJECT
269,MM-0346,LinearRegression,1.0,7,20,Trend,4.0,10.0,9,1,1.2666,1.0348,-1.7321,1.206,2.3788,1.3445,12.0,11.11,14.0327,REJECT
270,MM-0530,EMA200+RSI,1.2,10,10,Trend,4.0,10.0,9,3,0.2975,1.1044,-1.189,1.2164,2.9096,1.1222,18.0,33.33,14.0223,REJECT
271,MM-0601,RSI+MACD,0.8,10,10,Balanced,3.0,8.0,9,1,0.7245,0.7711,-0.4665,1.0393,2.0573,1.4217,12.0,11.11,13.9885,REJECT
272,MM-0348,LinearRegression,1.0,7,30,Trend,4.0,10.0,9,1,1.2666,0.9991,-1.7321,1.206,2.3788,1.3445,12.0,11.11,13.9792,REJECT
273,MM-0363,LinearRegression,1.2,7,20,Balanced,3.0,8.0,9,0,1.3762,1.0684,-1.0676,1.4399,2.6695,1.5645,10.0,0.0,13.9519,REJECT
274,MM-0636,RSI+MACD,1.2,7,30,Trend,4.0,10.0,9,0,0.2007,1.1783,-1.139,0.9078,1.975,1.8369,6.0,0.0,13.8613,REJECT
275,MM-0326,LinearRegression,0.8,7,10,Trend,4.0,10.0,9,1,1.5087,1.3179,-1.5289,1.8332,2.3265,1.272,15.0,11.11,13.8414,REJECT
276,MM-0347,LinearRegression,1.0,7,30,Balanced,3.0,8.0,9,1,1.2951,0.9484,-1.8582,1.4523,2.1054,1.3632,12.0,11.11,13.8109,REJECT
277,MM-0751,BXStyle+LinearRegression,1.2,14,10,Balanced,3.0,8.0,9,0,1.262,0.923,-2.2074,1.2229,2.3334,1.6565,8.0,0.0,13.7659,REJECT
278,MM-0646,RSI+MACD,1.2,14,20,Trend,4.0,10.0,9,0,0.2135,1.1858,-1.0902,1.0893,1.9266,1.8369,6.0,0.0,13.6995,REJECT
279,MM-0607,RSI+MACD,0.8,14,10,Balanced,3.0,8.0,9,0,0.7059,1.1515,-0.3783,1.0342,1.7071,1.5633,11.0,0.0,13.6628,REJECT
280,MM-0753,BXStyle+LinearRegression,1.2,14,20,Balanced,3.0,8.0,9,0,1.262,0.8322,-2.2074,1.4026,2.3334,1.6941,8.0,0.0,13.661,REJECT
281,MM-0274,RelativeVolume,0.8,7,20,Trend,4.0,10.0,9,2,1.7346,1.0056,-5.3726,1.5956,7.1807,1.5621,23.0,22.22,13.6403,REJECT
282,MM-0276,RelativeVolume,0.8,7,30,Trend,4.0,10.0,9,2,1.7346,1.0056,-5.3726,1.5956,7.1807,1.5621,23.0,22.22,13.6403,REJECT
283,MM-0667,EMA200+BXStyle,1.0,7,10,Balanced,3.0,8.0,9,0,1.0583,1.0262,-0.2399,1.2959,1.9128,1.5002,14.0,0.0,13.6356,REJECT
284,MM-0728,BXStyle+LinearRegression,1.0,10,10,Trend,4.0,10.0,9,0,1.2846,0.8028,-1.4526,1.2346,2.3964,1.5796,10.0,0.0,13.5552,REJECT
285,MM-0365,LinearRegression,1.2,7,30,Balanced,3.0,8.0,9,0,1.236,1.0777,-1.0676,1.4399,2.6695,1.5645,10.0,0.0,13.5452,REJECT
286,MM-0668,EMA200+BXStyle,1.0,7,10,Trend,4.0,10.0,9,0,1.28,1.1325,-0.2399,1.2511,1.8449,1.3681,14.0,0.0,13.5045,REJECT
287,MM-0475,BXStyle,1.2,10,10,Balanced,3.0,8.0,9,0,1.3944,1.0825,-0.5729,1.4489,2.1858,1.4164,15.0,0.0,13.4422,REJECT
288,MM-0170,MACD,0.8,10,10,Trend,4.0,10.0,9,1,0.4849,1.3693,-1.3434,1.0622,2.5395,1.4466,13.0,11.11,13.433,REJECT
289,MM-0741,BXStyle+LinearRegression,1.2,7,20,Balanced,3.0,8.0,9,0,1.236,0.8225,-1.0676,1.3675,1.9602,1.5294,9.0,0.0,13.3448,REJECT
290,MM-0743,BXStyle+LinearRegression,1.2,7,30,Balanced,3.0,8.0,9,0,1.236,0.832,-1.0676,1.3812,1.9602,1.5294,9.0,0.0,13.3386,REJECT
291,MM-0602,RSI+MACD,0.8,10,10,Trend,4.0,10.0,9,1,0.3293,0.7797,-0.5284,1.0393,2.3522,1.5005,12.0,11.11,13.2523,REJECT
292,MM-0724,BXStyle+LinearRegression,1.0,7,20,Trend,4.0,10.0,9,0,1.2627,0.6993,-1.6599,1.206,2.3448,1.5731,11.0,0.0,13.1955,REJECT
293,MM-0739,BXStyle+LinearRegression,1.2,7,10,Balanced,3.0,8.0,9,0,0.9688,0.8179,-1.1881,1.2229,1.9602,1.5917,9.0,0.0,13.1613,REJECT
294,MM-0721,BXStyle+LinearRegression,1.0,7,10,Balanced,3.0,8.0,9,0,1.1964,0.7876,-1.579,1.2355,2.0573,1.5298,11.0,0.0,12.9429,REJECT
295,MM-0146,RSI,1.2,7,10,Trend,4.0,10.0,9,3,0.3343,1.2802,-1.6203,1.4864,3.2636,1.0533,20.0,33.33,12.9397,REJECT
296,MM-0198,MACD,1.0,14,30,Trend,4.0,10.0,9,0,1.4116,0.8919,-1.1336,1.3471,3.1701,1.4766,9.0,0.0,12.9295,REJECT
297,MM-0633,RSI+MACD,1.2,7,20,Balanced,3.0,8.0,9,0,0.6415,0.7208,-0.5528,0.9941,1.9605,1.5955,6.0,0.0,12.8836,REJECT
298,MM-0635,RSI+MACD,1.2,7,30,Balanced,3.0,8.0,9,0,0.6415,0.7312,-0.6264,0.9941,1.9605,1.5955,6.0,0.0,12.8442,REJECT
299,MM-0553,EMA200+MACD,0.8,14,10,Balanced,3.0,8.0,9,1,0.3293,0.8623,-0.55,1.0342,1.6859,1.3809,6.0,11.11,12.744,REJECT
300,MM-0101,EMA200,1.2,10,30,Balanced,3.0,8.0,9,4,-0.1683,1.1169,-1.9609,1.5029,2.9575,0.9817,23.0,44.44,12.7091,REJECT
301,MM-0752,BXStyle+LinearRegression,1.2,14,10,Trend,4.0,10.0,9,0,0.7151,1.2732,-2.1226,1.2605,2.2486,1.6565,8.0,0.0,12.7001,REJECT
302,MM-0536,EMA200+RSI,1.2,14,10,Trend,4.0,10.0,9,3,0.2975,0.9513,-1.7434,1.5503,3.381,1.1222,18.0,33.33,12.6402,REJECT
303,MM-0733,BXStyle+LinearRegression,1.0,14,10,Balanced,3.0,8.0,9,0,0.9066,0.8565,-1.4243,1.3671,1.8154,1.5747,9.0,0.0,12.5755,REJECT
304,MM-0754,BXStyle+LinearRegression,1.2,14,20,Trend,4.0,10.0,9,0,0.7151,1.3161,-2.1226,1.3717,2.2486,1.6395,8.0,0.0,12.4617,REJECT
305,MM-0230,ADX,0.8,14,10,Trend,4.0,10.0,9,0,0.564,1.1968,-0.9171,0.8853,3.2118,1.5714,8.0,0.0,12.4367,REJECT
306,MM-0638,RSI+MACD,1.2,10,10,Trend,4.0,10.0,9,0,0.4689,1.1262,-1.0902,0.9078,1.9266,1.5558,6.0,0.0,12.3998,REJECT
307,MM-0674,EMA200+BXStyle,1.0,10,10,Trend,4.0,10.0,9,0,0.9534,1.0803,-0.2416,1.1364,1.9502,1.3455,14.0,0.0,12.3838,REJECT
308,MM-0089,EMA200,1.0,14,30,Balanced,3.0,8.0,9,4,0.0654,1.0506,-2.0052,1.8486,4.5889,1.0364,26.0,44.44,12.3809,REJECT
309,MM-0226,ADX,0.8,10,20,Trend,4.0,10.0,9,0,0.3653,1.0241,-1.2172,1.0315,3.4887,1.7389,8.0,0.0,12.3387,REJECT
310,MM-0228,ADX,0.8,10,30,Trend,4.0,10.0,9,0,0.3653,1.0241,-1.2172,1.0315,3.4887,1.7389,8.0,0.0,12.3387,REJECT
311,MM-0756,BXStyle+LinearRegression,1.2,14,30,Trend,4.0,10.0,9,0,0.7151,1.2422,-2.1226,1.3852,2.2486,1.6395,8.0,0.0,12.3305,REJECT
312,MM-0099,EMA200,1.2,10,20,Balanced,3.0,8.0,9,4,-0.1683,1.0392,-2.3591,1.5029,2.9575,0.9817,23.0,44.44,12.2939,REJECT
313,MM-0105,EMA200,1.2,14,20,Balanced,3.0,8.0,9,4,-0.1259,1.0479,-2.3323,1.6898,3.0077,0.9874,23.0,44.44,12.1945,REJECT
314,MM-0209,MACD,1.2,10,30,Balanced,3.0,8.0,9,0,0.7431,1.0996,-0.725,1.0341,1.898,1.419,10.0,0.0,12.1868,REJECT
315,MM-0075,EMA200,1.0,7,20,Balanced,3.0,8.0,9,4,-0.1227,1.205,-1.991,1.5129,4.3621,0.9744,27.0,44.44,12.1798,REJECT
316,MM-0208,MACD,1.2,10,20,Trend,4.0,10.0,9,0,0.5674,1.6131,-0.8189,0.9865,1.9518,1.3896,10.0,0.0,12.1688,REJECT
317,MM-0632,RSI+MACD,1.2,7,10,Trend,4.0,10.0,9,0,0.4689,1.004,-1.139,0.9078,1.975,1.5558,6.0,0.0,12.1556,REJECT
318,MM-0157,RSI,1.2,14,10,Balanced,3.0,8.0,9,3,0.124,0.8845,-1.4086,1.4523,2.9268,1.0581,20.0,33.33,12.1319,REJECT
319,MM-0469,BXStyle,1.2,7,10,Balanced,3.0,8.0,9,0,1.391,0.7489,-0.5437,1.8972,2.4853,1.4164,14.0,0.0,12.1313,REJECT
320,MM-0224,ADX,0.8,10,10,Trend,4.0,10.0,9,0,0.3034,0.8611,-1.2172,0.8853,3.4887,1.7389,8.0,0.0,12.1279,REJECT
321,MM-0802,EMA200+RSI+MACD,1.2,10,20,Trend,4.0,10.0,9,0,0.2135,1.04,-0.7549,0.8324,1.5656,1.5643,5.0,0.0,12.1174,REJECT
322,MM-0808,EMA200+RSI+MACD,1.2,14,20,Trend,4.0,10.0,9,0,0.2135,1.0861,-0.8784,0.8324,1.5656,1.5643,4.0,0.0,12.0939,REJECT
323,MM-0219,ADX,0.8,7,20,Balanced,3.0,8.0,9,0,0.3713,0.7233,-1.4868,1.0315,2.7584,1.74,8.0,0.0,12.0773,REJECT
324,MM-0221,ADX,0.8,7,30,Balanced,3.0,8.0,9,0,0.3713,0.7233,-1.4868,1.0315,2.7584,1.74,8.0,0.0,12.0773,REJECT
325,MM-0380,SmoothedHeikenAshi,0.8,7,10,Trend,4.0,10.0,9,2,0.4193,1.3328,-1.7388,1.4233,3.188,1.1741,17.0,22.22,12.0613,REJECT
326,MM-0709,BXStyle+LinearRegression,0.8,10,10,Balanced,3.0,8.0,9,0,0.6064,1.1496,-1.0278,0.8674,1.7471,1.4296,10.0,0.0,12.0349,REJECT
327,MM-0319,RelativeVolume,1.2,14,10,Balanced,3.0,8.0,9,1,0.6871,1.2914,-1.4152,1.4523,2.8475,1.3077,15.0,11.11,12.0186,REJECT
328,MM-0477,BXStyle,1.2,10,20,Balanced,3.0,8.0,9,0,0.9662,1.0849,-0.8058,1.4489,2.1858,1.4164,15.0,0.0,11.9866,REJECT
329,MM-0608,RSI+MACD,0.8,14,10,Trend,4.0,10.0,9,0,0.3293,1.2511,-0.5284,1.0342,2.0085,1.507,11.0,0.0,11.9687,REJECT
330,MM-0196,MACD,1.0,14,20,Trend,4.0,10.0,9,0,1.0963,0.8815,-1.1336,1.3471,3.1701,1.4766,9.0,0.0,11.968,REJECT
331,MM-0763,EMA200+RSI+MACD,0.8,10,10,Balanced,3.0,8.0,9,1,0.3293,0.5275,-1.1456,1.0393,2.0573,1.4217,7.0,11.11,11.9282,REJECT
332,MM-0769,EMA200+RSI+MACD,0.8,14,10,Balanced,3.0,8.0,9,0,0.3293,0.9056,-0.55,1.0342,1.5858,1.5408,6.0,0.0,11.9161,REJECT
333,MM-0313,RelativeVolume,1.2,10,10,Balanced,3.0,8.0,9,1,0.6871,1.2674,-1.26,1.5849,2.8475,1.3077,15.0,11.11,11.9001,REJECT
334,MM-0355,LinearRegression,1.0,14,10,Balanced,3.0,8.0,9,0,1.1613,1.0869,-1.4968,1.5462,2.194,1.4144,13.0,0.0,11.8905,REJECT
335,MM-0356,LinearRegression,1.0,14,10,Trend,4.0,10.0,9,0,1.3032,1.1131,-1.3702,1.6659,2.6354,1.3899,13.0,0.0,11.8542,REJECT
336,MM-0360,LinearRegression,1.0,14,30,Trend,4.0,10.0,9,0,1.5469,1.0704,-1.001,1.5835,2.6354,1.2557,13.0,0.0,11.8483,REJECT
337,MM-0220,ADX,0.8,7,20,Trend,4.0,10.0,9,0,0.3713,0.8475,-1.5559,1.0315,3.4887,1.74,8.0,0.0,11.8467,REJECT
338,MM-0222,ADX,0.8,7,30,Trend,4.0,10.0,9,0,0.3713,0.8475,-1.5559,1.0315,3.4887,1.74,8.0,0.0,11.8467,REJECT
339,MM-0223,ADX,0.8,10,10,Balanced,3.0,8.0,9,0,0.3034,0.8016,-0.956,0.8853,2.7584,1.644,8.0,0.0,11.8405,REJECT
340,MM-0727,BXStyle+LinearRegression,1.0,10,10,Balanced,3.0,8.0,9,0,0.935,0.6597,-1.579,1.3089,2.1091,1.5298,10.0,0.0,11.8308,REJECT
341,MM-0077,EMA200,1.0,7,30,Balanced,3.0,8.0,9,4,-0.1782,1.1551,-1.991,1.5129,4.3621,0.9572,27.0,44.44,11.8009,REJECT
342,MM-0107,EMA200,1.2,14,30,Balanced,3.0,8.0,9,4,-0.1259,1.0545,-2.3323,1.9658,3.0077,0.9874,23.0,44.44,11.7903,REJECT
343,MM-0726,BXStyle+LinearRegression,1.0,7,30,Trend,4.0,10.0,9,0,1.2627,0.6637,-1.6599,1.206,2.3448,1.3997,11.0,0.0,11.7549,REJECT
344,MM-0451,BXStyle,1.0,7,10,Balanced,3.0,8.0,9,0,1.1501,0.959,-0.7359,1.4523,2.7436,1.362,15.0,0.0,11.6827,REJECT
345,MM-0547,EMA200+MACD,0.8,10,10,Balanced,3.0,8.0,9,1,0.3293,0.4843,-1.1456,1.0393,2.0573,1.3972,7.0,11.11,11.6674,REJECT
346,MM-0204,MACD,1.2,7,30,Trend,4.0,10.0,9,0,0.4664,1.4164,-1.2047,1.2054,1.9613,1.4771,9.0,0.0,11.6483,REJECT
347,MM-0554,EMA200+MACD,0.8,14,10,Trend,4.0,10.0,9,1,0.3293,0.8706,-0.6998,1.0342,1.9819,1.2738,6.0,11.11,11.6393,REJECT
348,MM-0738,BXStyle+LinearRegression,1.0,14,30,Trend,4.0,10.0,9,0,1.3036,0.8455,-0.9282,1.4734,2.2585,1.3117,9.0,0.0,11.6372,REJECT
349,MM-0669,EMA200+BXStyle,1.0,7,20,Balanced,3.0,8.0,9,0,1.0046,0.8194,-0.3478,1.2959,1.9128,1.3151,14.0,0.0,11.6026,REJECT
350,MM-0194,MACD,1.0,14,10,Trend,4.0,10.0,9,0,0.8673,0.7172,-1.3484,1.3471,3.1701,1.5663,9.0,0.0,11.5912,REJECT
351,MM-0272,RelativeVolume,0.8,7,10,Trend,4.0,10.0,9,2,1.1501,1.1565,-5.3726,1.5496,7.1807,1.4847,23.0,22.22,11.5629,REJECT
352,MM-0081,EMA200,1.0,10,20,Balanced,3.0,8.0,9,4,-0.1227,1.02,-1.991,1.6791,4.5889,0.9744,27.0,44.44,11.5396,REJECT
353,MM-0755,BXStyle+LinearRegression,1.2,14,30,Balanced,3.0,8.0,9,0,1.262,0.7966,-2.2074,1.4026,2.3334,1.4339,8.0,0.0,11.526,REJECT
354,MM-0088,EMA200,1.0,14,20,Trend,4.0,10.0,9,4,0.0475,1.1424,-2.6271,1.7921,5.6372,1.0295,26.0,44.44,11.5039,REJECT
355,MM-0358,LinearRegression,1.0,14,20,Trend,4.0,10.0,9,0,1.5469,1.0612,-1.403,1.6514,2.6354,1.2602,13.0,0.0,11.4671,REJECT
356,MM-0225,ADX,0.8,10,20,Balanced,3.0,8.0,9,0,0.2249,0.8302,-0.962,1.0315,2.7584,1.644,8.0,0.0,11.4241,REJECT
357,MM-0227,ADX,0.8,10,30,Balanced,3.0,8.0,9,0,0.2249,0.8302,-0.962,1.0315,2.7584,1.644,8.0,0.0,11.4241,REJECT
358,MM-0213,MACD,1.2,14,20,Balanced,3.0,8.0,9,0,0.6283,1.2848,-0.725,1.0189,1.8224,1.3221,9.0,0.0,11.4055,REJECT
359,MM-0736,BXStyle+LinearRegression,1.0,14,20,Trend,4.0,10.0,9,0,1.3036,0.8362,-1.3305,1.4479,2.2585,1.3117,9.0,0.0,11.3597,REJECT
360,MM-0692,EMA200+BXStyle,1.2,10,10,Trend,4.0,10.0,9,0,0.6739,1.1101,-1.3254,1.206,2.0105,1.4327,12.0,0.0,11.3402,REJECT
361,MM-0215,MACD,1.2,14,30,Balanced,3.0,8.0,9,0,0.6283,1.2496,-0.725,1.0341,1.8224,1.3221,9.0,0.0,11.33,REJECT
362,MM-0269,ADX,1.2,14,30,Balanced,3.0,8.0,9,0,0.0872,0.4692,-2.1394,0.856,3.4508,1.8673,6.0,0.0,11.2899,REJECT
363,MM-0452,BXStyle,1.0,7,10,Trend,4.0,10.0,9,0,1.0629,1.025,-0.7359,1.3263,3.3211,1.3455,15.0,0.0,11.2882,REJECT
364,MM-0673,EMA200+BXStyle,1.0,10,10,Balanced,3.0,8.0,9,0,0.9072,0.9748,-0.2416,1.2959,1.9128,1.2695,14.0,0.0,11.2584,REJECT
365,MM-0267,ADX,1.2,14,20,Balanced,3.0,8.0,9,0,0.0872,0.4464,-2.1394,0.856,3.4508,1.8673,6.0,0.0,11.2556,REJECT
366,MM-0479,BXStyle,1.2,10,30,Balanced,3.0,8.0,9,0,0.9101,1.1107,-0.8058,1.4489,2.1858,1.3341,15.0,0.0,11.1985,REJECT
367,MM-0083,EMA200,1.0,10,30,Balanced,3.0,8.0,9,4,-0.1782,0.9703,-1.991,1.6791,4.5889,0.9572,27.0,44.44,11.161,REJECT
368,MM-0603,RSI+MACD,0.8,10,20,Balanced,3.0,8.0,9,1,0.4006,0.7781,-0.7264,1.0574,2.0573,1.2151,12.0,11.11,11.1525,REJECT
369,MM-0605,RSI+MACD,0.8,10,30,Balanced,3.0,8.0,9,1,0.4006,0.7592,-0.7264,1.0574,2.0573,1.2151,12.0,11.11,11.124,REJECT
370,MM-0129,RSI,1.0,7,20,Balanced,3.0,8.0,9,4,-0.2406,0.8484,-2.0157,1.491,4.0821,0.9311,24.0,44.44,11.0992,REJECT
371,MM-0184,MACD,1.0,7,20,Trend,4.0,10.0,9,0,0.674,0.7597,-1.0935,1.243,2.9149,1.5018,10.0,0.0,11.0338,REJECT
372,MM-0186,MACD,1.0,7,30,Trend,4.0,10.0,9,0,0.674,0.7242,-1.0935,1.243,2.9149,1.5018,10.0,0.0,10.9806,REJECT
373,MM-0409,SmoothedHeikenAshi,1.0,14,10,Balanced,3.0,8.0,9,1,0.8287,0.5361,-1.5714,1.5462,2.6373,1.2851,14.0,11.11,10.9767,REJECT
374,MM-0091,EMA200,1.2,7,10,Balanced,3.0,8.0,9,3,-0.0052,1.0151,-1.5037,1.503,3.726,1.006,22.0,33.33,10.9765,REJECT
375,MM-0154,RSI,1.2,10,20,Trend,4.0,10.0,9,3,0.0078,1.191,-1.7895,1.4168,4.1761,1.005,20.0,33.33,10.9612,REJECT
376,MM-0357,LinearRegression,1.0,14,20,Balanced,3.0,8.0,9,0,0.9049,0.9904,-1.5295,1.5598,2.194,1.4144,13.0,0.0,10.9317,REJECT
377,MM-0470,BXStyle,1.2,7,10,Trend,4.0,10.0,9,0,0.8902,1.0229,-0.7073,1.5127,2.6272,1.3548,14.0,0.0,10.9302,REJECT
378,MM-0723,BXStyle+LinearRegression,1.0,7,20,Balanced,3.0,8.0,9,0,1.1157,0.5847,-1.786,1.2355,2.0573,1.363,11.0,0.0,10.9067,REJECT
379,MM-0529,EMA200+RSI,1.2,10,10,Balanced,3.0,8.0,9,3,-0.0764,0.8197,-1.0137,1.4523,2.847,0.9487,18.0,33.33,10.8944,REJECT
380,MM-0082,EMA200,1.0,10,20,Trend,4.0,10.0,9,4,-0.023,1.1219,-3.0497,1.7252,5.6372,1.0056,27.0,44.44,10.8539,REJECT
381,MM-0637,RSI+MACD,1.2,10,10,Balanced,3.0,8.0,9,0,0.3814,0.7066,-0.2408,0.9941,1.9605,1.4121,6.0,0.0,10.8489,REJECT
382,MM-0193,MACD,1.0,14,10,Balanced,3.0,8.0,9,0,0.4002,0.6752,-0.7796,1.2074,2.5843,1.5281,9.0,0.0,10.7503,REJECT
383,MM-0181,MACD,1.0,7,10,Balanced,3.0,8.0,9,0,0.5004,0.609,-0.5789,1.022,2.3276,1.4313,10.0,0.0,10.7341,REJECT
384,MM-0507,EMA200+RSI,1.0,7,20,Balanced,3.0,8.0,9,3,-0.1476,1.1027,-1.8723,1.4523,2.8561,0.9818,21.0,33.33,10.7215,REJECT
385,MM-0350,LinearRegression,1.0,10,10,Trend,4.0,10.0,9,0,1.1062,0.8834,-1.525,1.3897,2.6354,1.3266,13.0,0.0,10.7105,REJECT
386,MM-0131,RSI,1.0,7,30,Balanced,3.0,8.0,9,4,-0.296,0.7989,-2.0157,1.491,4.0821,0.9124,24.0,44.44,10.709,REJECT
387,MM-0509,EMA200+RSI,1.0,7,30,Balanced,3.0,8.0,9,3,-0.1476,1.0532,-1.8723,1.4523,2.8561,0.9818,21.0,33.33,10.6474,REJECT
388,MM-0190,MACD,1.0,10,20,Trend,4.0,10.0,9,0,0.7414,0.7901,-1.1336,1.3259,3.1701,1.4569,10.0,0.0,10.6405,REJECT
389,MM-0166,MACD,0.8,7,20,Trend,4.0,10.0,9,0,0.509,1.1857,-1.1443,1.2571,2.5602,1.4183,14.0,0.0,10.628,REJECT
390,MM-0168,MACD,0.8,7,30,Trend,4.0,10.0,9,0,0.509,1.1857,-1.1443,1.2571,2.5602,1.4183,14.0,0.0,10.628,REJECT
391,MM-0555,EMA200+MACD,0.8,14,20,Balanced,3.0,8.0,9,1,0.1664,0.7152,-0.55,1.054,1.9319,1.2158,6.0,11.11,10.5612,REJECT
392,MM-0076,EMA200,1.0,7,20,Trend,4.0,10.0,9,4,-0.023,1.272,-3.5782,1.6772,6.1515,1.0056,27.0,44.44,10.4975,REJECT
